GEO,population,val_norm,Date,Cause of death (ICD-10),rate
Nunavut,39403,0,2020-11-28,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2020-11-28,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2020-11-28,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2020-11-28,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2020-11-28,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2020-11-28,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2020-11-28,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2020-11-28,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2020-11-28,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,0,2020-11-28,Information unavailable,0
Nunavut,39403,0,2020-11-28,All other causes of death,0
Canada,38246108,6500,2020-12-05,"Total, all causes of death [A00-Y89]",17
Canada,38246108,1595,2020-12-05,Malignant neoplasms [C00-C97],4
Canada,38246108,155,2020-12-05,Diabetes mellitus [E10-E14],0
Canada,38246108,110,2020-12-05,Alzheimer's disease [G30],0
Canada,38246108,1090,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Canada,38246108,270,2020-12-05,Cerebrovascular diseases [I60-I69],1
Canada,38246108,105,2020-12-05,Influenza and pneumonia [J09-J18],0
Canada,38246108,215,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Canada,38246108,65,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,325,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Canada,38246108,85,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,685,2020-12-05,"COVID-19 [U07.1,U07.2]",2
Canada,38246108,675,2020-12-05,"COVID-19, virus identified  [U07.1]",2
Canada,38246108,10,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,235,2020-12-05,Ill-defined and unspecified causes of mortality [R99],1
Canada,38246108,20,2020-12-05,Information unavailable,0
Canada,38246108,1535,2020-12-05,All other causes of death,4
Newfoundland and Labrador,520553,110,2020-12-05,"Total, all causes of death [A00-Y89]",21
Newfoundland and Labrador,520553,40,2020-12-05,Malignant neoplasms [C00-C97],8
Newfoundland and Labrador,520553,5,2020-12-05,Diabetes mellitus [E10-E14],1
Newfoundland and Labrador,520553,0,2020-12-05,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,20,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Newfoundland and Labrador,520553,10,2020-12-05,Cerebrovascular diseases [I60-I69],2
Newfoundland and Labrador,520553,0,2020-12-05,Influenza and pneumonia [J09-J18],0
Newfoundland and Labrador,520553,5,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Newfoundland and Labrador,520553,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,0,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Newfoundland and Labrador,520553,0,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Newfoundland and Labrador,520553,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,0,2020-12-05,Information unavailable,0
Newfoundland and Labrador,520553,30,2020-12-05,All other causes of death,6
Prince Edward Island,164318,25,2020-12-05,"Total, all causes of death [A00-Y89]",15
Prince Edward Island,164318,10,2020-12-05,Malignant neoplasms [C00-C97],6
Prince Edward Island,164318,0,2020-12-05,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2020-12-05,Alzheimer's disease [G30],0
Prince Edward Island,164318,5,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Prince Edward Island,164318,0,2020-12-05,Cerebrovascular diseases [I60-I69],0
Prince Edward Island,164318,0,2020-12-05,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,0,2020-12-05,Chronic lower respiratory diseases [J40-J47],0
Prince Edward Island,164318,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,0,2020-12-05,Information unavailable,0
Prince Edward Island,164318,10,2020-12-05,All other causes of death,6
Nova Scotia,992055,195,2020-12-05,"Total, all causes of death [A00-Y89]",20
Nova Scotia,992055,60,2020-12-05,Malignant neoplasms [C00-C97],6
Nova Scotia,992055,10,2020-12-05,Diabetes mellitus [E10-E14],1
Nova Scotia,992055,5,2020-12-05,Alzheimer's disease [G30],1
Nova Scotia,992055,35,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Nova Scotia,992055,10,2020-12-05,Cerebrovascular diseases [I60-I69],1
Nova Scotia,992055,5,2020-12-05,Influenza and pneumonia [J09-J18],1
Nova Scotia,992055,5,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Nova Scotia,992055,5,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",1
Nova Scotia,992055,20,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2
Nova Scotia,992055,5,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",1
Nova Scotia,992055,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,0,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Nova Scotia,992055,0,2020-12-05,Information unavailable,0
Nova Scotia,992055,40,2020-12-05,All other causes of death,4
New Brunswick,789225,150,2020-12-05,"Total, all causes of death [A00-Y89]",19
New Brunswick,789225,45,2020-12-05,Malignant neoplasms [C00-C97],6
New Brunswick,789225,5,2020-12-05,Diabetes mellitus [E10-E14],1
New Brunswick,789225,5,2020-12-05,Alzheimer's disease [G30],1
New Brunswick,789225,35,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
New Brunswick,789225,5,2020-12-05,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,0,2020-12-05,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,5,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,10,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
New Brunswick,789225,5,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",1
New Brunswick,789225,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
New Brunswick,789225,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
New Brunswick,789225,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
New Brunswick,789225,5,2020-12-05,Ill-defined and unspecified causes of mortality [R99],1
New Brunswick,789225,0,2020-12-05,Information unavailable,0
New Brunswick,789225,30,2020-12-05,All other causes of death,4
Quebec,8604495,1520,2020-12-05,"Total, all causes of death [A00-Y89]",18
Quebec,8604495,410,2020-12-05,Malignant neoplasms [C00-C97],5
Quebec,8604495,25,2020-12-05,Diabetes mellitus [E10-E14],0
Quebec,8604495,25,2020-12-05,Alzheimer's disease [G30],0
Quebec,8604495,260,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Quebec,8604495,50,2020-12-05,Cerebrovascular diseases [I60-I69],1
Quebec,8604495,25,2020-12-05,Influenza and pneumonia [J09-J18],0
Quebec,8604495,60,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Quebec,8604495,30,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Quebec,8604495,55,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Quebec,8604495,20,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Quebec,8604495,235,2020-12-05,"COVID-19 [U07.1,U07.2]",3
Quebec,8604495,230,2020-12-05,"COVID-19, virus identified  [U07.1]",3
Quebec,8604495,10,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Quebec,8604495,30,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Quebec,8604495,10,2020-12-05,Information unavailable,0
Quebec,8604495,295,2020-12-05,All other causes of death,3
Ontario,14826276,2375,2020-12-05,"Total, all causes of death [A00-Y89]",16
Ontario,14826276,585,2020-12-05,Malignant neoplasms [C00-C97],4
Ontario,14826276,40,2020-12-05,Diabetes mellitus [E10-E14],0
Ontario,14826276,50,2020-12-05,Alzheimer's disease [G30],0
Ontario,14826276,385,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Ontario,14826276,105,2020-12-05,Cerebrovascular diseases [I60-I69],1
Ontario,14826276,50,2020-12-05,Influenza and pneumonia [J09-J18],0
Ontario,14826276,65,2020-12-05,Chronic lower respiratory diseases [J40-J47],0
Ontario,14826276,20,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Ontario,14826276,180,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Ontario,14826276,35,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Ontario,14826276,150,2020-12-05,"COVID-19 [U07.1,U07.2]",1
Ontario,14826276,150,2020-12-05,"COVID-19, virus identified  [U07.1]",1
Ontario,14826276,5,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Ontario,14826276,45,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Ontario,14826276,10,2020-12-05,Information unavailable,0
Ontario,14826276,655,2020-12-05,All other causes of death,4
Manitoba,1383765,325,2020-12-05,"Total, all causes of death [A00-Y89]",23
Manitoba,1383765,65,2020-12-05,Malignant neoplasms [C00-C97],5
Manitoba,1383765,10,2020-12-05,Diabetes mellitus [E10-E14],1
Manitoba,1383765,0,2020-12-05,Alzheimer's disease [G30],0
Manitoba,1383765,50,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Manitoba,1383765,5,2020-12-05,Cerebrovascular diseases [I60-I69],0
Manitoba,1383765,5,2020-12-05,Influenza and pneumonia [J09-J18],0
Manitoba,1383765,10,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Manitoba,1383765,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Manitoba,1383765,15,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Manitoba,1383765,5,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Manitoba,1383765,80,2020-12-05,"COVID-19 [U07.1,U07.2]",6
Manitoba,1383765,85,2020-12-05,"COVID-19, virus identified  [U07.1]",6
Manitoba,1383765,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Manitoba,1383765,25,2020-12-05,Ill-defined and unspecified causes of mortality [R99],2
Manitoba,1383765,0,2020-12-05,Information unavailable,0
Manitoba,1383765,55,2020-12-05,All other causes of death,4
Saskatchewan,1179844,230,2020-12-05,"Total, all causes of death [A00-Y89]",19
Saskatchewan,1179844,50,2020-12-05,Malignant neoplasms [C00-C97],4
Saskatchewan,1179844,10,2020-12-05,Diabetes mellitus [E10-E14],1
Saskatchewan,1179844,5,2020-12-05,Alzheimer's disease [G30],0
Saskatchewan,1179844,40,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Saskatchewan,1179844,10,2020-12-05,Cerebrovascular diseases [I60-I69],1
Saskatchewan,1179844,5,2020-12-05,Influenza and pneumonia [J09-J18],0
Saskatchewan,1179844,10,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Saskatchewan,1179844,5,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Saskatchewan,1179844,10,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Saskatchewan,1179844,10,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",1
Saskatchewan,1179844,15,2020-12-05,"COVID-19 [U07.1,U07.2]",1
Saskatchewan,1179844,10,2020-12-05,"COVID-19, virus identified  [U07.1]",1
Saskatchewan,1179844,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Saskatchewan,1179844,25,2020-12-05,Ill-defined and unspecified causes of mortality [R99],2
Saskatchewan,1179844,0,2020-12-05,Information unavailable,0
Saskatchewan,1179844,50,2020-12-05,All other causes of death,4
Alberta,4442879,650,2020-12-05,"Total, all causes of death [A00-Y89]",15
Alberta,4442879,120,2020-12-05,Malignant neoplasms [C00-C97],3
Alberta,4442879,20,2020-12-05,Diabetes mellitus [E10-E14],0
Alberta,4442879,0,2020-12-05,Alzheimer's disease [G30],0
Alberta,4442879,110,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",2
Alberta,4442879,30,2020-12-05,Cerebrovascular diseases [I60-I69],1
Alberta,4442879,10,2020-12-05,Influenza and pneumonia [J09-J18],0
Alberta,4442879,30,2020-12-05,Chronic lower respiratory diseases [J40-J47],1
Alberta,4442879,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Alberta,4442879,40,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Alberta,4442879,10,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Alberta,4442879,100,2020-12-05,"COVID-19 [U07.1,U07.2]",2
Alberta,4442879,100,2020-12-05,"COVID-19, virus identified  [U07.1]",2
Alberta,4442879,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Alberta,4442879,25,2020-12-05,Ill-defined and unspecified causes of mortality [R99],1
Alberta,4442879,0,2020-12-05,Information unavailable,0
Alberta,4442879,145,2020-12-05,All other causes of death,3
British Columbia,5214805,915,2020-12-05,"Total, all causes of death [A00-Y89]",18
British Columbia,5214805,210,2020-12-05,Malignant neoplasms [C00-C97],4
British Columbia,5214805,40,2020-12-05,Diabetes mellitus [E10-E14],1
British Columbia,5214805,15,2020-12-05,Alzheimer's disease [G30],0
British Columbia,5214805,160,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
British Columbia,5214805,50,2020-12-05,Cerebrovascular diseases [I60-I69],1
British Columbia,5214805,10,2020-12-05,Influenza and pneumonia [J09-J18],0
British Columbia,5214805,20,2020-12-05,Chronic lower respiratory diseases [J40-J47],0
British Columbia,5214805,5,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
British Columbia,5214805,5,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
British Columbia,5214805,5,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
British Columbia,5214805,95,2020-12-05,"COVID-19 [U07.1,U07.2]",2
British Columbia,5214805,95,2020-12-05,"COVID-19, virus identified  [U07.1]",2
British Columbia,5214805,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
British Columbia,5214805,75,2020-12-05,Ill-defined and unspecified causes of mortality [R99],1
British Columbia,5214805,0,2020-12-05,Information unavailable,0
British Columbia,5214805,220,2020-12-05,All other causes of death,4
Yukon,42986,,2020-12-05,"Total, all causes of death [A00-Y89]",
Yukon,42986,,2020-12-05,Malignant neoplasms [C00-C97],
Yukon,42986,,2020-12-05,Diabetes mellitus [E10-E14],
Yukon,42986,,2020-12-05,Alzheimer's disease [G30],
Yukon,42986,,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",
Yukon,42986,,2020-12-05,Cerebrovascular diseases [I60-I69],
Yukon,42986,,2020-12-05,Influenza and pneumonia [J09-J18],
Yukon,42986,,2020-12-05,Chronic lower respiratory diseases [J40-J47],
Yukon,42986,,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",
Yukon,42986,,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",
Yukon,42986,,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",
Yukon,42986,,2020-12-05,"COVID-19 [U07.1,U07.2]",
Yukon,42986,,2020-12-05,"COVID-19, virus identified  [U07.1]",
Yukon,42986,,2020-12-05,"COVID-19, virus not identified  [U07.2]",
Yukon,42986,,2020-12-05,Ill-defined and unspecified causes of mortality [R99],
Yukon,42986,,2020-12-05,Information unavailable,
Yukon,42986,,2020-12-05,All other causes of death,
Northwest Territories,45504,0,2020-12-05,"Total, all causes of death [A00-Y89]",0
Northwest Territories,45504,0,2020-12-05,Malignant neoplasms [C00-C97],0
Northwest Territories,45504,0,2020-12-05,Diabetes mellitus [E10-E14],0
Northwest Territories,45504,0,2020-12-05,Alzheimer's disease [G30],0
Northwest Territories,45504,0,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Northwest Territories,45504,0,2020-12-05,Cerebrovascular diseases [I60-I69],0
Northwest Territories,45504,0,2020-12-05,Influenza and pneumonia [J09-J18],0
Northwest Territories,45504,0,2020-12-05,Chronic lower respiratory diseases [J40-J47],0
Northwest Territories,45504,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Northwest Territories,45504,0,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Northwest Territories,45504,0,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Northwest Territories,45504,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
Northwest Territories,45504,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
Northwest Territories,45504,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Northwest Territories,45504,0,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Northwest Territories,45504,0,2020-12-05,Information unavailable,0
Northwest Territories,45504,0,2020-12-05,All other causes of death,0
Nunavut,39403,5,2020-12-05,"Total, all causes of death [A00-Y89]",13
Nunavut,39403,5,2020-12-05,Malignant neoplasms [C00-C97],13
Nunavut,39403,0,2020-12-05,Diabetes mellitus [E10-E14],0
Nunavut,39403,0,2020-12-05,Alzheimer's disease [G30],0
Nunavut,39403,0,2020-12-05,"Diseases of heart [I00-I09, I11, I13, I20-I51]",0
Nunavut,39403,0,2020-12-05,Cerebrovascular diseases [I60-I69],0
Nunavut,39403,0,2020-12-05,Influenza and pneumonia [J09-J18],0
Nunavut,39403,0,2020-12-05,Chronic lower respiratory diseases [J40-J47],0
Nunavut,39403,0,2020-12-05,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nunavut,39403,0,2020-12-05,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Nunavut,39403,0,2020-12-05,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nunavut,39403,0,2020-12-05,"COVID-19 [U07.1,U07.2]",0
Nunavut,39403,0,2020-12-05,"COVID-19, virus identified  [U07.1]",0
Nunavut,39403,0,2020-12-05,"COVID-19, virus not identified  [U07.2]",0
Nunavut,39403,0,2020-12-05,Ill-defined and unspecified causes of mortality [R99],0
Nunavut,39403,0,2020-12-05,Information unavailable,0
Nunavut,39403,0,2020-12-05,All other causes of death,0
Canada,38246108,6570,2020-12-12,"Total, all causes of death [A00-Y89]",17
Canada,38246108,1560,2020-12-12,Malignant neoplasms [C00-C97],4
Canada,38246108,155,2020-12-12,Diabetes mellitus [E10-E14],0
Canada,38246108,120,2020-12-12,Alzheimer's disease [G30],0
Canada,38246108,1010,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Canada,38246108,295,2020-12-12,Cerebrovascular diseases [I60-I69],1
Canada,38246108,100,2020-12-12,Influenza and pneumonia [J09-J18],0
Canada,38246108,230,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Canada,38246108,80,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Canada,38246108,305,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Canada,38246108,55,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Canada,38246108,760,2020-12-12,"COVID-19 [U07.1,U07.2]",2
Canada,38246108,750,2020-12-12,"COVID-19, virus identified  [U07.1]",2
Canada,38246108,10,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Canada,38246108,265,2020-12-12,Ill-defined and unspecified causes of mortality [R99],1
Canada,38246108,20,2020-12-12,Information unavailable,0
Canada,38246108,1615,2020-12-12,All other causes of death,4
Newfoundland and Labrador,520553,95,2020-12-12,"Total, all causes of death [A00-Y89]",18
Newfoundland and Labrador,520553,25,2020-12-12,Malignant neoplasms [C00-C97],5
Newfoundland and Labrador,520553,10,2020-12-12,Diabetes mellitus [E10-E14],2
Newfoundland and Labrador,520553,0,2020-12-12,Alzheimer's disease [G30],0
Newfoundland and Labrador,520553,20,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
Newfoundland and Labrador,520553,5,2020-12-12,Cerebrovascular diseases [I60-I69],1
Newfoundland and Labrador,520553,5,2020-12-12,Influenza and pneumonia [J09-J18],1
Newfoundland and Labrador,520553,0,2020-12-12,Chronic lower respiratory diseases [J40-J47],0
Newfoundland and Labrador,520553,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Newfoundland and Labrador,520553,5,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
Newfoundland and Labrador,520553,5,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",1
Newfoundland and Labrador,520553,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
Newfoundland and Labrador,520553,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Newfoundland and Labrador,520553,0,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Newfoundland and Labrador,520553,0,2020-12-12,Information unavailable,0
Newfoundland and Labrador,520553,25,2020-12-12,All other causes of death,5
Prince Edward Island,164318,30,2020-12-12,"Total, all causes of death [A00-Y89]",18
Prince Edward Island,164318,5,2020-12-12,Malignant neoplasms [C00-C97],3
Prince Edward Island,164318,0,2020-12-12,Diabetes mellitus [E10-E14],0
Prince Edward Island,164318,0,2020-12-12,Alzheimer's disease [G30],0
Prince Edward Island,164318,5,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Prince Edward Island,164318,0,2020-12-12,Cerebrovascular diseases [I60-I69],0
Prince Edward Island,164318,0,2020-12-12,Influenza and pneumonia [J09-J18],0
Prince Edward Island,164318,0,2020-12-12,Chronic lower respiratory diseases [J40-J47],0
Prince Edward Island,164318,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Prince Edward Island,164318,0,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",0
Prince Edward Island,164318,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Prince Edward Island,164318,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
Prince Edward Island,164318,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
Prince Edward Island,164318,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Prince Edward Island,164318,0,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Prince Edward Island,164318,0,2020-12-12,Information unavailable,0
Prince Edward Island,164318,5,2020-12-12,All other causes of death,3
Nova Scotia,992055,190,2020-12-12,"Total, all causes of death [A00-Y89]",19
Nova Scotia,992055,55,2020-12-12,Malignant neoplasms [C00-C97],6
Nova Scotia,992055,5,2020-12-12,Diabetes mellitus [E10-E14],1
Nova Scotia,992055,0,2020-12-12,Alzheimer's disease [G30],0
Nova Scotia,992055,30,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",3
Nova Scotia,992055,10,2020-12-12,Cerebrovascular diseases [I60-I69],1
Nova Scotia,992055,0,2020-12-12,Influenza and pneumonia [J09-J18],0
Nova Scotia,992055,10,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
Nova Scotia,992055,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
Nova Scotia,992055,15,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",2
Nova Scotia,992055,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
Nova Scotia,992055,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
Nova Scotia,992055,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
Nova Scotia,992055,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
Nova Scotia,992055,0,2020-12-12,Ill-defined and unspecified causes of mortality [R99],0
Nova Scotia,992055,0,2020-12-12,Information unavailable,0
Nova Scotia,992055,60,2020-12-12,All other causes of death,6
New Brunswick,789225,150,2020-12-12,"Total, all causes of death [A00-Y89]",19
New Brunswick,789225,35,2020-12-12,Malignant neoplasms [C00-C97],4
New Brunswick,789225,5,2020-12-12,Diabetes mellitus [E10-E14],1
New Brunswick,789225,5,2020-12-12,Alzheimer's disease [G30],1
New Brunswick,789225,30,2020-12-12,"Diseases of heart [I00-I09, I11, I13, I20-I51]",4
New Brunswick,789225,5,2020-12-12,Cerebrovascular diseases [I60-I69],1
New Brunswick,789225,0,2020-12-12,Influenza and pneumonia [J09-J18],0
New Brunswick,789225,5,2020-12-12,Chronic lower respiratory diseases [J40-J47],1
New Brunswick,789225,0,2020-12-12,"Nephritis, nephrotic syndrome and nephrosis [N00-N07, N17-N19, N25-N27]",0
New Brunswick,789225,10,2020-12-12,"Accidents (unintentional injuries) [V01-X59, Y85-Y86]",1
New Brunswick,789225,0,2020-12-12,"Intentional self-harm (suicide) [X60-X84, Y87.0]",0
New Brunswick,789225,0,2020-12-12,"COVID-19 [U07.1,U07.2]",0
New Brunswick,789225,0,2020-12-12,"COVID-19, virus identified  [U07.1]",0
New Brunswick,789225,0,2020-12-12,"COVID-19, virus not identified  [U07.2]",0
New Brunswick,789225,10,2020-12-12,Ill-defined and unspecified causes of mortality [R99],1
New Brunswick,789225,0,2020-12-12,Information unavailable,0
New Brunswick,789225,40,2020-12-12,All other causes of death,5
Quebec,8604495,1505,2020-12-12,"Total, all causes of death [A00-Y89]",17
Quebec,8604495,405,2020-12-12,Malignant neoplasms [C00-C97],5
Quebec,8604495,20,2020-12-12,Diabetes mellitus [E10-E14],0
Quebec,8604495,40,2020-12-12,Alzheimer's disease [G30],0
